contig_id,Superkingdom,Realm,Kingdom,Phylum,Class,Order,Family,Subfamily,Genus,Species
k127_7771043,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_3492937,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_9488280,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_11630644,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_4777213,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_487719,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Pinus taeda like virus
k127_12478927,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Sphingobacterium sp. ML3W like virus
k127_7350120,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_11633668,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_6484696,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_12912531,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_6059428,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Staphylococcus epidermidis like virus
k127_9494903,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Baculoviridae,Unclassified Baculoviridae,Unclassified Baculoviridae,Pinus taeda like virus
k127_8204019,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_12913688,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_11208641,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Staphylococcus epidermidis like virus
k127_11208661,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_3062738,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_3932960,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_925890,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Uncultured phage
k127_1357671,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Pinus taeda like virus
k127_62918,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_496797,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Malassezia globosa like virus
k127_4788740,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_2643238,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Solanum lycopersicum like virus
k127_3510775,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_12924454,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_66211,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_3073210,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_6072316,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_2647964,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_3515502,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_11222381,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_5221332,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_7799952,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_5651610,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_12082791,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_3082515,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Staphylococcus warneri like virus
k127_1375232,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_3085247,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_15100347,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_5658223,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Lactobacillus iners like virus
k127_9086332,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Homo sapiens like virus
k127_6957182,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_9086647,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_9087436,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_1799729,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Pinus taeda like virus
k127_5660552,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_4392486,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Staphylococcus aureus like virus
k127_1382325,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_15101743,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_9090872,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Pinaceae like virus
k127_3533984,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Chrysoporthe like virus
k127_4395322,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Homo sapiens like virus
k127_9530895,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_7817257,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_11247148,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Fusobacterium pseudoperiodonticum like virus
k127_3968636,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_15103771,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_5240095,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_12100223,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Lactobacillus like virus
k127_6096747,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_3971385,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Malassezia restricta like virus
k127_3097888,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_12523346,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_6974380,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_11254247,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Streptococcus satellite phage Javan757
k127_959237,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_8677491,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_92324,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_9104151,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_1397637,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Musa like virus
k127_3547663,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Bacteriophage sp. 
k127_7400434,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_6104746,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_3979001,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_12109742,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_6979182,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Pinus taeda like virus
k127_10412057,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_7401633,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_5678992,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Streptococcus satellite phage Javan360
k127_11691795,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_11692508,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_6542510,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Solanum lycopersicum like virus
k127_3983002,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_14279118,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_8261626,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_5684326,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_12536565,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_2685257,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_8687357,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_13403377,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Staphylococcus phage vB_StaM_SA1
k127_13839974,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Canis lupus familiaris breed Labrador retriever like virus
k127_5687121,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_8689142,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Streptococcus pneumoniae like virus
k127_15110949,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_1824892,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_12971547,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Homo sapiens FOSMID like virus
k127_6989642,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_6116089,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_7841175,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Pinus taeda like virus
k127_15111812,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_1412654,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_15112868,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_5267837,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Pinus taeda like virus
k127_12549440,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Fusobacterium nucleatum like virus
k127_13414089,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Staphylococcus warneri like virus
k127_6122693,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_2269221,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Solanum lycopersicum like virus
k127_12131623,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_9995642,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Streptococcus like virus
k127_1836503,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_3126920,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Autographa californica nucleopolyhedrovirus
k127_4849137,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Uncultured phage
k127_3572016,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_12557539,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_8284432,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_556511,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_3574244,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Staphylococcus epidermidis like virus
k127_4852842,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Homo sapiens like virus
k127_10865210,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_2279142,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_2279278,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Lawsonella clevelandensis like virus
k127_10871207,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_6136218,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Cercospora beticola like virus
k127_2709538,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Fusobacterium like virus
k127_8717842,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_13871763,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_3584548,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_4018826,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Pinus like virus
k127_14754125,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Pinaceae like virus
k127_11305260,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
k127_568006,Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses,Unclassified Viruses
