contig_id,Superkingdom,Realm,Kingdom,Phylum,Class,Order,Family,Subfamily,Genus,Species
k127_3406154,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified Myoviridae,Biquartavirus,Unclassified Biquartavirus
k127_2528571,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Staphylococcus phage IME1318_01
k127_807185,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Sextaecvirus,Staphylococcus virus Sextaec
k127_2962232,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified Myoviridae,Unclassified Myoviridae,Staphylococcus phage Madawaska
k127_2105829,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Pahexavirus,Unclassified Pahexavirus
k127_2974301,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Uncultured Caudovirales phage
k127_2116283,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Uncultured Caudovirales phage
k127_2117529,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Lactococcus phage CHPC148
k127_2118258,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified Myoviridae,Unclassified Myoviridae,Unclassified Myoviridae
k127_5555537,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae
k127_2554829,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales
k127_2129461,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
k127_404407,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
k127_415721,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Ceduovirus,Unclassified Ceduovirus
k127_422700,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales
k127_423639,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae
k127_5897,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae
k127_9854925,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Peduovirinae,Peduovirus,Unclassified Peduovirus
k127_6024987,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified Myoviridae,Unclassified Myoviridae,Unclassified Myoviridae
k127_6463225,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Uncultured Caudovirales phage
k127_906233,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales
k127_6073437,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Staphylococcus phage IME1323_01
k127_15100462,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales
k127_15101358,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales,Unclassified Caudovirales
k127_15107730,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Beijerinckvirinae,Daemvirus,Acinetobacter virus Acibel007
k127_15110753,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Streptococcus phage Javan422
k127_15114101,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Twortvirinae,Baoshanvirus,Staphylococcus phage vB_SsapH-Golestan101-M
k127_15116196,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae
k127_15117214,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Twortvirinae,Kayvirus,Unclassified Kayvirus
k127_1012153,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Phietavirus,Staphylococcus phage Sebago
k127_148682,Viruses,Duplodnaviria,Unclassified Duplodnaviria,Unclassified Duplodnaviria,Unclassified Duplodnaviria,Unclassified Duplodnaviria,Pithoviridae,Unclassified Pithoviridae,Unclassified Pithoviridae,Unclassified Pithoviridae
k127_9175727,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified Myoviridae,Unclassified Myoviridae,Unclassified Myoviridae
k127_15137666,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified Myoviridae,Unclassified Myoviridae,Acinetobacter phage vB_AbaM_B9
k127_4120085,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Twortvirinae,Sepunavirus,Staphylococcus phage Twillingate
k127_13121994,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified Myoviridae,Unclassified Myoviridae,Unclassified Myoviridae
k127_15164274,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified Myoviridae,Unclassified Myoviridae,Lactobacillus phage vB_Lcr_AB1
k127_15184026,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae
k127_13228705,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified Myoviridae,Peduovirinae,Unclassified Peduovirinae
k127_8517654,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Ceduovirus,Unclassified Ceduovirus
k127_7251726,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Triavirus,Unclassified Triavirus
k127_187894,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified Myoviridae,Unclassified Myoviridae,Unclassified Myoviridae
k127_2138768,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Unclassified Circoviridae,Unclassified Circoviridae,Unclassified Circoviridae
k127_7700602,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Unclassifed Microviridae,Unclassifed Microviridae,Microviridae sp.
k127_1286291,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Gokushovirinae,Unclassifed Gokushovirinae,Gokushovirus WZ-2015a
k127_431467,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Unclassified Genomoviridae,Gemykibivirus,Human associated gemykibivirus 2
k127_8988608,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Unclassified Microviridae,Unclassified Microviridae,Unclassified Microviridae
k127_860542,Viruses,Monodnaviria,Unclassified Monodnaviria,Unclassified Monodnaviria,Unclassified Monodnaviria,Unclassified Monodnaviria,Unclassified Monodnaviria,Unclassified Monodnaviria,Unclassified Monodnaviria,Unclassified Monodnaviria
k127_1716052,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Unclassified Microviridae,Unclassified Microviridae,Unclassified Microviridae
k127_3862788,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,Unclassified Smacoviridae,Porprismacovirus,Unclassified Porprismacovirus
k127_13275181,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Dyothetapapillomavirus,Dyothetapapillomavirus 1
k127_7719222,Viruses,Monodnaviria,Unclassified Monodnaviria,Unclassified Monodnaviria,Unclassified Monodnaviria,Unclassified Monodnaviria,Unclassified Monodnaviria,Unclassified Monodnaviria,Unclassified Monodnaviria,Unclassified Monodnaviria
k127_5167985,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,Gammapapillomavirus 21
k127_3047606,Viruses,Monodnaviria,Unclassified Monodnaviria,Unclassified Monodnaviria,Unclassified Monodnaviria,Unclassified Monodnaviria,Unclassified Monodnaviria,Unclassified Monodnaviria,Unclassified Monodnaviria,Odonata-associated circular virus-17
k127_1765778,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Unclassified Genomoviridae,Unclassified Genomoviridae,Unclassified Genomoviridae
k127_10775875,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Unclassified Microviridae,Unclassified Microviridae,Microviridae sp.
k127_8632314,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,Unclassified Smacoviridae,Porprismacovirus,Cattle blood-associated circovirus-like virus
k127_10374298,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Unclassified Microviridae,Unclassified Microviridae,Gokushovirinae environmental samples
k127_11224968,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Unclassified Microviridae,Unclassified Microviridae,Unclassified Microviridae
k127_15098512,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Unclassified Genomoviridae,Unclassified Genomoviridae,Genomoviridae sp.
k127_15098564,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Unclassified Genomoviridae,Gemycircularvirus,Giant panda associated gemycircularvirus
k127_15098712,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Unclassified Microviridae,Unclassified Microviridae,Unclassified Microviridae
k127_942960,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Unclassified Genomoviridae,Gemycircularvirus,Porcine feces-associated gemycircularvirus
k127_943209,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Unclassified Genomoviridae,Unclassified Genomoviridae,Genomoviridae sp.
k127_15100431,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,Unclassified Smacoviridae,Porprismacovirus,Camel associated porprismacovirus 1
k127_15100802,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Unclassified Microviridae,Unclassified Microviridae,Unclassified Microviridae
k127_15101499,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Unclassified Genomoviridae,Unclassified Genomoviridae,Plant associated genomovirus 11
k127_15101648,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Unclassified Genomoviridae,Unclassified Genomoviridae,Finch associated genomovirus 8
k127_15101768,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Unclassified Microviridae,Unclassified Microviridae,Unclassified Microviridae
k127_4394179,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Unclassified Microviridae,Unclassified Microviridae,Tortoise microvirus 1
k127_15102282,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Unclassified Polyomaviridae,Unclassified Polyomaviridae,Porcine polyomavirus
k127_15102296,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Unclassified Genomoviridae,Unclassified Genomoviridae,Finch associated genomovirus 7
k127_8241067,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Unclassified Genomoviridae,Unclassified Genomoviridae,Finch associated genomovirus 9
k127_15102971,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Unclassified Microviridae,Unclassified Microviridae,Unclassified Microviridae
k127_15103088,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Unclassified Circoviridae,Unclassified Circoviridae,Unclassified Circoviridae
k127_15103156,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Unclassified Microviridae,Unclassified Microviridae,Microviridae sp.
k127_15104370,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Unclassified Microviridae,Unclassified Microviridae,Microviridae sp.
k127_90304,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,Gammapapillomavirus 16
k127_15106847,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Unclassified Genomoviridae,Unclassified Genomoviridae,Chicken genomovirus mg4_1107
k127_98354,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Unclassified Microviridae,Unclassified Microviridae,Unclassified Microviridae
k127_15110492,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Unclassified Genomoviridae,Unclassified Genomoviridae,Genomoviridae sp.
k127_15110769,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Unclassified Genomoviridae,Gemycircularvirus,Giant panda associated gemycircularvirus
k127_15112301,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Unclassified Genomoviridae,Unclassified Genomoviridae,Genomoviridae sp.
k127_15112600,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Unclassified Microviridae,Unclassified Microviridae,Unclassified Microviridae
k127_15113042,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Gokushovirinae,Unclassified Gokushovirinae,Gokushovirus WZ-2015a
k127_5694914,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Unclassified Papillomaviridae,Unclassified Papillomaviridae,Human papillomavirus
k127_15113788,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Unclassified Genomoviridae,Gemycircularvirus,Pteropus associated gemycircularvirus 6
k127_15115421,Viruses,Monodnaviria,Unclassified Monodnaviria,Unclassified Monodnaviria,Unclassified Monodnaviria,Unclassified Monodnaviria,Unclassified Monodnaviria,Unclassified Monodnaviria,Unclassified Monodnaviria,Odonata-associated circular virus-17
k127_3127356,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Unclassified Genomoviridae,Unclassified Genomoviridae,Eucommia ulmoides genomoviridae
k127_15118187,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Unclassified Circoviridae,Unclassified Circoviridae,Unclassified Circoviridae
k127_15122284,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Unclassified Genomoviridae,Gemycircularvirus,Gemycircularvirus gemy-ch-rat1
k127_15125803,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Unclassified Genomoviridae,Unclassified Genomoviridae,Alces alces faeces associated genomovirus MP111
k127_15128662,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Unclassified Circoviridae,Unclassified Circoviridae,Unclassified Circoviridae
k127_1869690,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,Unclassified Smacoviridae,Porprismacovirus,Porcine associated porprismacovirus
k127_15131472,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Unclassified Microviridae,Unclassified Microviridae,Microviridae sp.
k127_15133548,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,Unclassified Smacoviridae,Unclassified Smacoviridae,Smacoviridae sp.
k127_3175875,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Unclassified Circoviridae,Unclassified Circoviridae,Dromedary stool-associated circular ssDNA virus
k127_4903990,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Unclassified Circoviridae,Unclassified Circoviridae,Avon-Heathcote Estuary associated circular virus 18
k127_15141011,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Unclassified Genomoviridae,Unclassified Genomoviridae,Tortoise genomovirus 19
k127_615658,Viruses,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,Gammapapillomavirus 9
k127_15141671,Viruses,Monodnaviria,Sangervirae,Phixviricota,Malgrandaviricetes,Petitvirales,Microviridae,Gokushovirinae,Unclassified Gokushovirinae,Gokushovirus WZ-2015a
k127_13068555,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Unclassified Cressdnaviricota,Unclassified Cressdnaviricota,Unclassified Cressdnaviricota,Unclassified Cressdnaviricota,Unclassified Cressdnaviricota,CRESS virus sp.
k127_11800100,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Unclassified Genomoviridae,Unclassified Genomoviridae,Finch associated genomovirus 6
k127_15149486,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Unclassified Genomoviridae,Gemykibivirus,Human associated gemykibivirus 4
k127_15149568,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Unclassified Genomoviridae,Unclassified Genomoviridae,Chicken genomovirus mg7_78
k127_15149676,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,Unclassified Smacoviridae,Dragsmacovirus,Dragonfly associated dragsmacovirus 1
k127_5791511,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Unclassified Genomoviridae,Unclassified Genomoviridae,Chicken genomovirus mg4_1259
