ContigID,Superkingdom,Realm,Kingdom,Phylum,Class,Order,Family,Subfamily,Genus,Species
MN270266.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Streptococcus phage phi-SsuFJZZ32_rum
MN270264.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Streptococcus phage phi-SsuFJSM7_rum
MN270263.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Streptococcus phage phi-SsuFJSM5_rum
MN270262.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Streptococcus phage phi-SsuFJNP9_rum
MN270261.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Streptococcus phage phi-SsuFJNP8_rum
MN270260.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Streptococcus phage phi-SsuFJNP3_rum
MN270259.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Streptococcus phage phi-SgaBSJ31_rum
MN270258.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Streptococcus phage phi-SgaBSJ27_rum
MF374379.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Lambdavirus,Escherichia phage DN1
MT366948.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Spbetavirus,Bacillus phage Hyb3phi3Ts-Spbeta
MT366945.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Spbetavirus,Bacillus phage phi3Ts
MK940809.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Triavirus,Staphylococcus phage Sa2wa_st8
MG029518.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Triavirus,Staphylococcus phage phiSa2wa_st121mssa
MG029517.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Triavirus,Staphylococcus phage phiSa2wa_st93
MG029516.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Triavirus,Staphylococcus phage phiSa2wa_st93mssa
MG029515.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Triavirus,Staphylococcus phage phiSa2wa_st80
MG029513.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Triavirus,Staphylococcus phage phiSa2wa_st72
MG029512.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Biseptimavirus,Staphylococcus phage phiSa2wa_st59
MG029509.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Triavirus,Staphylococcus phage phiSa2wa_st5
MF580410.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Triavirus,Staphylococcus phage phiSa2wa_st1
MN047438.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Twortvirinae,Kayvirus,Staphylococcus phage vB_SauM-515A1
LC576631.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Twortvirinae,Silviavirus,Staphylococcus phage vB_SauH_DELF3
MT786458.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Twortvirinae,Kayvirus,Staphylococcus phage vB_SauH_SAP1
MT601274.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Bacillus phage vB_BsuS-Goe13
MT713136.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Unclassified Tevenvirinae,Aeromonas phage AP1
MC431151.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Lambdavirus,Escherichia virus Lambda
NC_049947.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Lambdavirus,Escherichia virus Lambda_1H12
MT647607.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Pahexavirus,Propionibacterium phage phiPA50S
LR597653.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Lambdavirus,Escherichia phage Lambda_ev066
LR597652.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Lambdavirus,Escherichia phage Lambda_ev110
LR597651.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Lambdavirus,Escherichia phage Lambda_ev058
LR597650.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Lambdavirus,Escherichia phage Lambda_ev203
LR597648.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Lambdavirus,Escherichia phage Lambda_ev245
LR597644.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Lambdavirus,Escherichia phage Lambda_ev087
LR597639.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Lambdavirus,Escherichia phage Lambda_ev243
LR597636.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Lambdavirus,Escherichia phage Lambda_ev207
LR597635.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Lambdavirus,Escherichia phage Lambda_ev099
NC_004740.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Staphylococcus phage phiN315
LC557520.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Twortvirinae,Baoshanvirus,Staphylococcus phage vB_SsapH-Golestan101-M
MT446416.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified Myoviridae,Asteriusvirus,Escherichia virus TH47
MT446410.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Unclassified Podoviridae,Kuravirus,Escherichia virus TH38
MT459794.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Picovirinae,Salasvirus,Bacillus phage Gxv1
MT303952.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Streptococcus phage phi29862
CP054387.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Nickievirus,Escherichia phage CMS-2020a
MT311968.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Streptococcus phage phi29961
MT311967.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Streptococcus phage phi29854
MK922548.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Rakietenvirinae,Rosenblumvirus,Staphylococcus phage SA46-CTH4
MK922546.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Rakietenvirinae,Rosenblumvirus,Staphylococcus phage SA1-CTA1
MK936476.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Rakietenvirinae,Rosenblumvirus,Staphylococcus phage SA46-CL1
MK936475.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Rakietenvirinae,Rosenblumvirus,Staphylococcus phage SA03-CTH2
MT006214.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Unclassified Podoviridae,Unclassified Podoviridae,CrAssphage LMMB
MT411892.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Twortvirinae,Kayvirus,Staphylococcus phage Metroid
MN830253.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Lactobacillus phage JNU_P5
MT350293.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Studiervirinae,Teseptimavirus,Enterococcus phage EFA-2
MN693828.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Unclassified Autographiviridae,Unclassified Autographiviridae,Marine virus AFVG_250M104
MN693290.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Unclassified Podoviridae,Unclassified Podoviridae,Marine virus AFVG_25M557
MK618716.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Phietavirus,Staphylococcus phage Sebago
MH542234.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Twortvirinae,Sepunavirus,Staphylococcus phage Terranova
MH321491.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Twortvirinae,Sepunavirus,Staphylococcus phage Twillingate
MH321490.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Twortvirinae,Sepunavirus,Staphylococcus phage Quidividi
MH321492.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Phietavirus,Staphylococcus phage Lorac
LC541428.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Triavirus,Staphylococcus phage vB_SauS_JS02
MT151386.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Twortvirinae,Twortvirus,Staphylococcus virus Twort
MN855911.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Siphoviridae sp.
MN855810.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Unclassified Myoviridae,Unclassified Myoviridae,Myoviridae sp.
CP025901.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Peduovirinae,Peduovirus,Escherichia phage 500465-2
CP025900.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Peduovirinae,Peduovirus,Escherichia phage 500465-1
CP025923.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Peduovirinae,Peduovirus,Escherichia phage 520873
MT080603.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Twortvirinae,Unclassified Twortvirinae,Staphylococcus phage vB_SauM_EW9
MT080599.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Twortvirinae,Unclassified Twortvirinae,Staphylococcus phage vB_SauM_EW7
MT080598.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Twortvirinae,Unclassified Twortvirinae,Staphylococcus phage vB_SauM_EW6
MT080597.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Twortvirinae,Unclassified Twortvirinae,Staphylococcus phage vB_SauM_EW5
MT080592.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Twortvirinae,Unclassified Twortvirinae,Staphylococcus phage vB_SauM_EW3
MT080586.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Twortvirinae,Unclassified Twortvirinae,Staphylococcus phage vB_SauM_EW2
MT080583.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Twortvirinae,Unclassified Twortvirinae,Staphylococcus phage vB_SauM_EW13
MN552148.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Skunavirus,Lactococcus phage P1532
MH779524.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Ceduovirus,Lactococcus phage vB_Llc_bIBBD4
MH779527.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Ceduovirus,Lactococcus phage vB_Llc_bIBBp6/4
MH779526.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Ceduovirus,Lactococcus phage vB_Llc_bIBBL81
MH779525.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Ceduovirus,Lactococcus phage vB_Llc_bIBBE1
MH779523.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Ceduovirus,Lactococcus phage vB_Llc_bIBBAm4
MH779522.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Ceduovirus,Lactococcus phage vB_Llc_bIBBA3
MH779521.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Ceduovirus,Lactococcus phage vB_Llc_bIBB94p4
MH779520.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Ceduovirus,Lactococcus phage vB_Llc_bIBB27
MH779519.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Ceduovirus,Lactococcus phage vB_LLc_bIBB14
MH779518.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Ceduovirus,Lactococcus phage vB_Llc_bIBB12
LR595850.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Lambdavirus,Escherichia virus Lambda_1H12
LR597641.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Escherichia phage mEp460_ev081
MN904510.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Phietavirus,Staphylococcus phage vB_SauS-SAP27
MN871442.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tevenvirinae,Unclassified Tevenvirinae,Aeromonas phage Aszh-1
LR595868.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Escherichia virus mEp460_4F5
LR595866.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Lambdavirus,Escherichia virus Lambda_2G7b
LR595865.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Lambdavirus,Escherichia virus Lambda_2G7a
LR595864.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Lambdavirus,Escherichia virus Lambda_4A7
LR595863.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Lambdavirus,Escherichia virus Lambda_4B5
LR595861.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Lambdavirus,Escherichia virus Lambda_4C10
LR595860.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Lambdavirus,Escherichia virus Lambda_2E9
MT013111.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Phietavirus,Staphylococcus phage SA75
MK658834.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Phietavirus,Staphylococcus virus Baq_Sau1
MN812238.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Flavobacterium phage vB_FspS_stinky9-1
MN812233.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Flavobacterium phage vB_FspS_snork9-1
MN812232.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Flavobacterium phage vB_FspS_snork6-2
MN812231.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Flavobacterium phage vB_FspS_snork6-1
MN812230.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Flavobacterium phage vB_FspS_sniff9-2
MN812229.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Flavobacterium phage vB_FspS_sniff9-1
MN812226.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Flavobacterium phage vB_FspS_mumin9-3
MN812225.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Flavobacterium phage vB_FspS_mumin9-2
MN812223.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Flavobacterium phage vB_FspS_mumin6-4
MN812222.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Flavobacterium phage vB_FspS_mumin6-3
MN812221.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Flavobacterium phage vB_FspS_mumin6-2
MN812220.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Flavobacterium phage vB_FspS_mumin6-1
MN812219.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Flavobacterium phage vB_FspS_morran9-1
MN812218.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Flavobacterium phage vB_FspS_lillamy9-7
MN812217.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Flavobacterium phage vB_FspS_lillamy9-6
MN812216.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Flavobacterium phage vB_FspS_lillamy9-5
MN812215.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Flavobacterium phage vB_FspS_lillamy9-4
MN812214.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Flavobacterium phage vB_FspS_lillamy9-3
MN812213.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Flavobacterium phage vB_FspS_lillamy9-2
MN812212.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unclassified Siphoviridae,Unclassified Siphoviridae,Flavobacterium phage vB_FspS_lillamy9-1
