ContigID,Superkingdom,Realm,Kingdom,Phylum,Class,Order,Family,Subfamily,Genus,Species,Serotype,Isolate
MG847639.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 9,Human papillomavirus type 16,Human papillomavirus type 16 isolate NCI_0201_2
MG847638.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 9,Human papillomavirus type 16,Human papillomavirus type 16 isolate NCI_0193
MG847637.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 9,Human papillomavirus type 16,Human papillomavirus type 16 isolate NCI_0188
MG847636.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 9,Human papillomavirus type 16,Human papillomavirus type 16 isolate NCI_0177
MG847635.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 9,Human papillomavirus type 16,Human papillomavirus type 16 isolate NCI_0158
MG847634.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 9,Human papillomavirus type 16,Human papillomavirus type 16 isolate NCI_0153
MG847633.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 9,Human papillomavirus type 16,Human papillomavirus type 16 isolate NCI_0145
MG847632.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 9,Human papillomavirus type 16,Human papillomavirus type 16 isolate NCI_0141
MG847631.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 9,Human papillomavirus type 16,Human papillomavirus type 16 isolate NCI_0138
MG847630.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 9,Human papillomavirus type 16,Human papillomavirus type 16 isolate NCI_0128
MG847629.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 9,Human papillomavirus type 16,Human papillomavirus type 16 isolate NCI_0126
MG847628.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 9,Human papillomavirus type 16,Human papillomavirus type 16 isolate NCI_0112
MG847627.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 9,Human papillomavirus type 16,Human papillomavirus type 16 isolate NCI_0110
MG847626.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 9,Human papillomavirus type 16,Human papillomavirus type 16 isolate NCI_0077
MG847625.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 9,Human papillomavirus type 16,Human papillomavirus type 16 isolate NCI_0076
MG847624.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 9,Human papillomavirus type 16,Human papillomavirus type 16 isolate NCI_0039
MG847623.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 9,Human papillomavirus type 16,Human papillomavirus type 16 isolate NCI_0038
MG847622.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 9,Human papillomavirus type 16,Human papillomavirus type 16 isolate NCI_0037
MG847621.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 9,Human papillomavirus type 16,Human papillomavirus type 16 isolate NCI_0016
MG813996.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Unclassified Papillomaviridae,Unclassified Papillomaviridae,Human papillomavirus,Unclassified Human papillomavirus,Human papillomavirus isolate 16031680A
KY825188.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Taupapillomavirus,Taupapillomavirus 3,Felis catus papillomavirus 3,Felis catus papillomavirus 3 isolate Missouri
KY825187.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Lambdapapillomavirus,Lambdapapillomavirus 2,Unclassified Lambdapapillomavirus 2,Lambdapapillomavirus 2 isolate Missouri 2
KY825186.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Lambdapapillomavirus,Lambdapapillomavirus 2,Unclassified Lambdapapillomavirus 2,Lambdapapillomavirus 2 isolate Missouri 1
KY802017.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Lambdapapillomavirus,Lambdapapillomavirus 3,Canine papillomavirus 6,Canis familiaris papillomavirus 6 isolate Missouri
MG744508.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Dyopipapillomavirus,Dyopipapillomavirus 1,Tursiops truncatus papillomavirus 8,
MG905161.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Omikronpapillomavirus,Omikronpapillomavirus 1,Unclassified Omikronpapillomavirus 1,Omikronpapillomavirus 1 isolate TtPV9
KP692116.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,Gammapapillomavirus 11,Human papillomavirus type 202,Human papillomavirus type 202 isolate HPV202
KP692114.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Gammapapillomavirus,Gammapapillomavirus 11,Human papillomavirus type 200,Human papillomavirus type 200 isolate HPV200
MF384294.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Deltapapillomavirus,Deltapapillomavirus 4,Unclassified Deltapapillomavirus 4,Deltapapillomavirus 4 isolate 40_bos_CH
MF384293.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Deltapapillomavirus,Deltapapillomavirus 4,Unclassified Deltapapillomavirus 4,Deltapapillomavirus 4 isolate 39_bos_CH
MF384292.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Deltapapillomavirus,Deltapapillomavirus 4,Unclassified Deltapapillomavirus 4,Deltapapillomavirus 4 isolate 35_bos_CH
MF384291.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Deltapapillomavirus,Deltapapillomavirus 4,Unclassified Deltapapillomavirus 4,Deltapapillomavirus 4 isolate 34_bos_CH
MF384290.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Deltapapillomavirus,Deltapapillomavirus 4,Unclassified Deltapapillomavirus 4,Deltapapillomavirus 4 isolate 32_bos_CH
MF384289.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Deltapapillomavirus,Deltapapillomavirus 4,Unclassified Deltapapillomavirus 4,Deltapapillomavirus 4 isolate 09_asi_UK
MF384288.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Deltapapillomavirus,Deltapapillomavirus 4,Unclassified Deltapapillomavirus 4,Deltapapillomavirus 4 isolate 04_asi_UK
MF384287.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Deltapapillomavirus,Deltapapillomavirus 4,Unclassified Deltapapillomavirus 4,Deltapapillomavirus 4 isolate 26_equ_CH
MF384286.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Deltapapillomavirus,Deltapapillomavirus 4,Unclassified Deltapapillomavirus 4,Deltapapillomavirus 4 isolate 25_equ_CH
MF384285.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Deltapapillomavirus,Deltapapillomavirus 4,Unclassified Deltapapillomavirus 4,Deltapapillomavirus 4 isolate 23_equ_CH
MF384284.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Deltapapillomavirus,Deltapapillomavirus 4,Unclassified Deltapapillomavirus 4,Deltapapillomavirus 4 isolate 22_equ_CH
MF384283.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Deltapapillomavirus,Deltapapillomavirus 4,Unclassified Deltapapillomavirus 4,Deltapapillomavirus 4 isolate 21_equ_CH
MF384282.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Deltapapillomavirus,Deltapapillomavirus 4,Unclassified Deltapapillomavirus 4,Deltapapillomavirus 4 isolate 20_equ_CH
MF384281.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Deltapapillomavirus,Deltapapillomavirus 4,Unclassified Deltapapillomavirus 4,Deltapapillomavirus 4 isolate 19_equ_CH
MF384280.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Deltapapillomavirus,Deltapapillomavirus 4,Unclassified Deltapapillomavirus 4,Deltapapillomavirus 4 isolate 18_equ_CH
MF384279.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Deltapapillomavirus,Deltapapillomavirus 4,Unclassified Deltapapillomavirus 4,Deltapapillomavirus 4 isolate 17_equ_CH
MF384278.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Deltapapillomavirus,Deltapapillomavirus 4,Unclassified Deltapapillomavirus 4,Deltapapillomavirus 4 isolate 16_asi_CH
MF384277.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Deltapapillomavirus,Deltapapillomavirus 4,Unclassified Deltapapillomavirus 4,Deltapapillomavirus 4 isolate 14_asi_CH
MF384276.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Deltapapillomavirus,Deltapapillomavirus 4,Unclassified Deltapapillomavirus 4,Deltapapillomavirus 4 isolate 13_asi_CH
MF384275.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Deltapapillomavirus,Deltapapillomavirus 4,Unclassified Deltapapillomavirus 4,Deltapapillomavirus 4 isolate 01_asi_UK
MF288893.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Zetapapillomavirus,Zetapapillomavirus 1,Equus caballus papillomavirus 1,Equus caballus papillomavirus 1 strain 150904
MF168943.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Treisepsilonpapillomavirus,Treisepsilonpapillomavirus 1,Pygoscelis adeliae papillomavirus 2,
MF288727.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 7,Human papillomavirus type 18,Human papillomavirus type 18 isolate 1494573_N-P
MF288726.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 7,Human papillomavirus type 18,Human papillomavirus type 18 isolate 1314304_N-P
MF288725.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 7,Human papillomavirus type 18,Human papillomavirus type 18 isolate C451606_R3_1915584_(100w)
MF288724.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 7,Human papillomavirus type 18,Human papillomavirus type 18 isolate C451606_R2_1584906_(52w)
MF288723.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 7,Human papillomavirus type 18,Human papillomavirus type 18 isolate C451606_R1_1201181_(0w)
MF288722.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 7,Human papillomavirus type 18,Human papillomavirus type 18 isolate C387957_R1_1124102_N-P
MF288721.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 7,Human papillomavirus type 18,Human papillomavirus type 18 isolate 1209155_R1_P_R2_FAIL
MF288720.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 7,Human papillomavirus type 18,Human papillomavirus type 18 isolate 1174820_N-P
MF288719.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 7,Human papillomavirus type 18,Human papillomavirus type 18 isolate C487627_R2_1553725_(52w)
MF288718.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 7,Human papillomavirus type 18,Human papillomavirus type 18 isolate C487627_R1_1178751_(0w)
MF288717.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 7,Human papillomavirus type 18,Human papillomavirus type 18 isolate 1533526_N-P
MF288716.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 7,Human papillomavirus type 18,Human papillomavirus type 18 isolate C458963_R2_1584969_(48w)
MF288715.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 7,Human papillomavirus type 18,Human papillomavirus type 18 isolate C458963_R1_1201270_(0w)
MF288714.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 7,Human papillomavirus type 18,Human papillomavirus type 18 isolate C533713_R3_1794175_(52w)
MF288713.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 7,Human papillomavirus type 18,Human papillomavirus type 18 isolate C533713_R2_1453915_(0w)
MF288712.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 7,Human papillomavirus type 18,Human papillomavirus type 18 isolate C578032_R3_1777990_(53w)
MF288711.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 7,Human papillomavirus type 18,Human papillomavirus type 18 isolate C578032_R2_1441689_(0w)
MF288710.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 7,Human papillomavirus type 18,Human papillomavirus type 18 isolate C335048_R3_1978895_(63w)
MF288709.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 7,Human papillomavirus type 18,Human papillomavirus type 18 isolate C412607_R2_1595957_(56w)
MF288708.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 7,Human papillomavirus type 18,Human papillomavirus type 18 isolate C412607_R1_1241497_(0w)
MF288707.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 7,Human papillomavirus type 18,Human papillomavirus type 18 isolate C440384_R1_1310123_N-P
MF288706.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 7,Human papillomavirus type 18,Human papillomavirus type 18 isolate C425046_R2_1678154_(54w)
MF288705.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 7,Human papillomavirus type 18,Human papillomavirus type 18 isolate C425046_R1_1388626_(0w)
MF288704.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 7,Human papillomavirus type 18,Human papillomavirus type 18 isolate C627893_R2_1657900_(46w)
MF288703.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 7,Human papillomavirus type 18,Human papillomavirus type 18 isolate C627893_R1_1382535_(0w)
MF288702.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 7,Human papillomavirus type 18,Human papillomavirus type 18 isolate C644657_R4_2179348_(154w)
MF288701.1,Virues,Monodnaviria,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,Alphapapillomavirus 7,Human papillomavirus type 18,Human papillomavirus type 18 isolate C644657_R3_1822640_(103w)
